hole_ID,depth,azimuth,dip
FCD-23-035,15,50.04,-75.13
FCD-23-035,20,50.49,-75.1
FCD-23-035,25,50.54,-75.17
FCD-23-035,30,50.48,-75.08
FCD-23-035,35,50.46,-75.08
FCD-23-035,40,50.36,-75.12
FCD-23-035,45,50.54,-75.14
FCD-23-035,50,50.47,-75.09
FCD-23-035,55,50.24,-75.07
FCD-23-035,60,50.65,-75.11
FCD-23-035,65,50.31,-75.11
FCD-23-035,70,50.63,-75.09
FCD-23-035,75,50.6,-75.14
FCD-23-035,80,50.54,-75.11
FCD-23-035,85,50.35,-75.15
FCD-23-035,90,50.38,-75.21
FCD-23-035,95,50.36,-75.19
FCD-23-035,100,50.44,-75.19
FCD-23-035,105,50.54,-75.21
FCD-23-035,110,50.63,-75.15
FCD-23-035,115,50.68,-75.16
FCD-23-035,120,50.9,-75.17
FCD-23-035,125,51.06,-75.24
FCD-23-035,130,50.69,-75.31
FCD-23-035,135,51.05,-75.34
FCD-23-035,140,51.06,-75.33
FCD-23-035,145,51.18,-75.26
FCD-23-035,150,51.9,-75.32
FCD-23-035,161.54,51.33,-75.24
FCD-23-037,0,50.56,-49.85
FCD-23-037,5,50.55,-49.63
FCD-23-037,10,50.49,-49.61
FCD-23-037,15,50.61,-49.55
FCD-23-037,20,50.82,-49.47
FCD-23-037,25,50.91,-49.34
FCD-23-037,30,51.07,-49.22
FCD-23-037,35,51.21,-49.1
FCD-23-037,40,51.43,-48.99
FCD-23-037,45,51.67,-48.83
FCD-23-037,50,51.85,-48.8
FCD-23-037,55,52.02,-48.71
FCD-23-037,60,52.22,-48.7
FCD-23-037,65,52.38,-48.66
FCD-23-037,70,52.69,-48.58
FCD-23-037,75,52.87,-48.47
FCD-23-037,80,53.18,-48.39
FCD-23-037,85,53.42,-48.33
FCD-23-037,90,53.61,-48.28
FCD-23-037,95,53.7,-48.27
FCD-23-037,100,53.91,-48.26
FCD-23-037,105,53.94,-48.24
FCD-23-037,110,54.12,-48.12
FCD-23-037,115,54.31,-48.06
FCD-23-037,120,54.69,-47.94
FCD-23-037,125,54.9,-47.87
FCD-23-037,130,55.27,-47.71
FCD-23-037,135,55.35,-47.67
FCD-23-037,140,55.58,-47.59
FCD-23-037,145,55.62,-47.66
FCD-23-037,150,55.8,-47.65
FCD-23-037,155,55.88,-47.62
FCD-23-037,160,55.95,-47.59
FCD-23-037,165,56,-47.59
FCD-23-037,170,56.11,-47.57
FCD-23-037,175,56.16,-47.59
FCD-23-037,180,56.25,-47.59
FCD-23-037,185,56.28,-47.53
FCD-23-037,190,56.32,-47.52
FCD-23-037,195,56.42,-47.54
FCD-23-037,200,56.57,-47.5
FCD-23-037,205,56.71,-47.47
FCD-23-037,210,56.96,-47.4
FCD-23-037,215,57.01,-47.37
FCD-23-037,220,57.18,-47.44
FCD-23-037,225,57.25,-47.45
FCD-23-037,230,57.45,-47.44
FCD-23-037,235,57.55,-47.51
FCD-23-037,240,57.61,-47.6
FCD-23-037,245,57.72,-47.57
FCD-23-037,250,57.81,-47.57
FCD-23-037,255,57.94,-47.56
FCD-23-037,260,58.09,-47.53
FCD-23-037,265,58.27,-47.47
FCD-23-037,270,58.51,-47.51
FCD-23-037,275,58.78,-47.53
FCD-23-037,280,58.97,-47.48
FCD-23-037,285,59.17,-47.38
FCD-23-037,290,59.46,-47.45
FCD-23-037,295,59.41,-47.5
FCD-23-037,300,59.53,-47.45
FCD-23-037,305,59.64,-47.41
FCD-23-037,310,59.86,-47.39
FCD-23-037,315,59.89,-47.42
FCD-23-037,320,60.21,-47.29
FCD-23-037,325,60.43,-47.18
FCD-23-037,330,60.57,-47.1
FCD-23-037,335,60.79,-47.03
FCD-23-037,340,61.04,-46.96
FCD-23-037,345,60.75,-47.05
FCD-23-037,349.9,60.91,-46.93
G1,0,342,-61.2
G1,32.31,342,-61.5
G1,62.79,341,-62
G1,93.27,342,-62
G1,123.75,343,-62
G1,154.23,344,-62.3
G1,184.71,345,-63
G1,196.9,343,-63
G10,0,245.49,-64
G10,15.24,252,-64
G10,45.72,252.45,-64
G10,76.2,253,-64.15
G10,106.68,253,-64
G10,137.16,253,-64.3
G10,167.64,253,-64.3
G10,198.12,254.3,-64.15
G10,228.6,255,-64.3
G10,259.08,254,-64.45
G10,289.56,255,-64.3
G10,320.04,254.3,-64.45
G10,350.52,255,-64.3
G10,381,255.3,-64.3
G11,0,248,-36
G11,30.48,253,-35.45
G11,60.96,254,-36
G11,91.44,254.3,-36
G11,121.92,255,-37
G11,152.4,256.3,-37.3
G11,182.88,257.3,-37.45
G11,213.36,258,-37.45
G11,243.84,257,-38.3
G11,274.32,258,-38
G12,0,245,-30
G12,22.86,249,-28.15
G12,53.34,249.3,-28.3
G12,83.82,251,-29
G12,144.78,250,-29.45
G12,175.26,249.3,-30.3
G13,0,341.38,-75.02
G13,46.94,346.3,-74
G13,74.68,347,-74.3
G13,105.16,346,-74.45
G13,166.12,347,-74.45
G13,196.6,346,-75
G13,227.08,345,-75.15
G13,257.56,345,-75.45
G2,0,64.13,-67.5
G2,30.48,64,-67.5
G2,60.96,63,-68.2
G2,91.44,66,-69
G2,121.92,64,-69
G2,144.78,64,-69
G3,0,161.3,-75.3
G3,31.09,166,-76.3
G3,61.57,165,-76.5
G3,92.05,164,-76.5
G3,122.53,165,-77
G3,134.72,165,-77
G4,0,360,-65
G4,30.48,11,-65.3
G4,60.96,32,-66.3
G4,91.44,16,-67
G5,0,120,-80
G5,27.43,124,-81
G5,57.91,123,-81
G5,88.39,123,-81
G6,0,335.33,-73.53
G6,15.24,341.43,-72.52
G6,30.48,340.05,-72.32
G6,45.72,341.19,-73.05
G6,60.96,340.51,-73.52
G6,76.2,337.07,-73.41
G6,91.44,336.42,-73.37
G6,106.68,337.06,-73.43
G6,121.92,337.19,-73.16
G6,126.64,339.43,-73
G7,0,243,-70
G7,34.75,254,-68
G7,95.71,253,-69
G7,126.19,255,-68.45
G7,156.67,254,-69.3
G7,187.15,254,-69
G7,217.63,254.3,-70
G7,248.11,255,-69.3
G7,278.59,251,-69.3
G8,0,270,-83
G8,20.73,274,-83.3
G8,51.21,273,-83.3
G8,81.69,274,-83.3
G8,112.17,274,-83.3
G8,142.65,278,-83.45
G8,173.13,273,-83.15
G9,0,245.49,-36.3
G9A,0,245,-35
G9A,16.15,255,-36
G9A,34.44,255.3,-34.15
G9A,64.92,254,-34.3
G9A,95.4,254.3,-35
G9A,125.88,255,-35.3
G9A,156.36,255,-35.3
G9A,186.84,256,-35.15
G9A,217.32,257,-35.3
GH-1,0,340,-35
GH-1,130.45,340,-35
GH-2,0,340,-70
GH-2,99.36,340,-70
GH-3,0,160,-50
GH-3,129.85,160,-50
H-1,0,320,-60
H-1,60.96,320,-60
H-2,0,356,0
H-2,28.96,356,0
H-3,0,278,-60
H-3,38.1,278,-60
H-4,0,321,-30
H-4,35.36,321,-30
H-5,0,8,-30
H-5,45.72,8,-30
H-6,0,165,-30
H-6,18.29,165,-30
HK-1,0,360,-90
HN-1,0,0,-90
HN-1,30.48,301.2,-89.5
HN-1,60.96,302.3,-89.25
HN-1,91.44,289.3,-89.5
HN-1,121.92,301.2,-89.75
HN-1,152.4,318.2,-89.75
HN-1,182.88,275.2,-89.66
HN-1,213.36,346.2,-90
HN-1,243.84,226.2,-89.33
HN-1,274.32,73.7,-89.75
HN-1,304.8,140.7,-89.5
HN-1,335.28,131.7,-89
HN-1,365.76,115.7,-89.25
HN-1,396.24,143.6,-89.58
HN-1,426.72,116.6,-89.58
HN-1,457.2,89.5,-89.83
HN-1,487.68,212.5,-89.75
HN-1,518.16,353.4,-90
HN-1,548.64,270.4,-89.16
HN-1,579.12,119.3,-89.75
HN-1,609.6,185.8,-90
HN-1,640.08,95.4,-89.75
HN-1,670.56,154.4,-89.66
HN-1,701.04,125.3,-89.75
HN-1,731.52,112.2,-89.5
HN-1,762,125.1,-89.41
HN-1,792.48,131.9,-89.5
HN-1,822.96,108.9,-89.5
HN-1,853.44,108.8,-89.41
HN-1,883.92,126.6,-89.5
HN-1,914.4,103.5,-89.58
HN-1,944.88,98.5,-89.75
HN-1,975.36,133.9,-89.5
HN-1,1005.84,88.2,-89.66
HN-1,1036.32,88.1,-89.25
HN-1,1066.8,91.9,-89.16
HN-1,1078.99,95.8,-89
HN-1,1125.32,95.8,-89
HN-10,0,0,-90
HN-10,30.48,132,-89.8
HN-10,60.96,146,-89.8
HN-10,91.44,93,-89.8
HN-10,121.92,171,-90
HN-10,152.4,48,-89.8
HN-10,182.88,88,-89.5
HN-10,213.36,83,-89.8
HN-10,243.84,62,-89.8
HN-10,274.32,162,-89.8
HN-10,304.8,213,-89.8
HN-10,335.28,248,-89.8
HN-10,365.76,219,-89.8
HN-10,396.24,183,-89.8
HN-10,426.72,192,-89.8
HN-10,457.2,307,-89.5
HN-10,487.68,290,-89.8
HN-10,518.16,284,-89.8
HN-10,548.64,258,-89.8
HN-10,579.12,270,-90
HN-10,609.6,270,-90
HN-10,640.08,270,-90
HN-10,670.56,78,-89.8
HN-10,701.04,71,-89.3
HN-10,731.52,72,-89.3
HN-10,762,73,-89
HN-10,792.48,78,-89
HN-10,822.96,83,-88.8
HN-10,853.44,94,-88.8
HN-10,883.92,99,-89
HN-10,914.4,86,-88.5
HN-10,944.88,93,-88.3
HN-10,975.36,90,-88.3
HN-10,1005.84,94,-88
HN-10,1036.32,93,-87.8
HN-10,1066.8,94,-88
HN-10,1097.28,98,-88
HN-10,1127.76,94,-87.8
HN-10,1158.24,93,-87.5
HN-10,1188.72,94,-87.5
HN-10,1203.96,95,-87.3
HN-11,0,0,-90
HN-11,30.48,5,-89.08
HN-11,60.96,310,-89.08
HN-11,91.44,297,-89.25
HN-11,121.92,275,-89.41
HN-11,152.4,336,-89.75
HN-11,182.88,99,-89.83
HN-11,213.36,30,-89.83
HN-11,243.84,209,-89.83
HN-11,274.32,183,-89.66
HN-11,304.8,234,-89.75
HN-11,335.28,244,-89.75
HN-11,365.76,293,-89.5
HN-11,396.24,290,-89.66
HN-11,426.72,279,-89.75
HN-11,457.2,256,-89.75
HN-11,487.68,276,-89.83
HN-11,518.16,274,-89.66
HN-11,548.64,260,-89.33
HN-11,579.12,261,-89.33
HN-11,609.6,251,-89.58
HN-11,640.08,259,-89.5
HN-11,670.56,266,-89.66
HN-11,701.04,8,-89.66
HN-11,731.52,2,-89.66
HN-11,762,19,-89.58
HN-11,792.48,30,-89.5
HN-11,822.96,42,-89.25
HN-11,853.44,39,-89.25
HN-11,883.92,37,-89.16
HN-11,914.4,70,-89.16
HN-11,944.88,57,-89.08
HN-11,975.36,59,-89.91
HN-11,1005.84,56,-89.08
HN-11,1036.32,58,-89
HN-11,1066.8,57,-89.08
HN-11,1097.28,61,-88.83
HN-11,1127.76,57,-88.83
HN-11,1158.24,55,-88.75
HN-11,1188.72,60,-88.75
HN-11,1219.2,54,-88.83
HN-11,1249.68,65,-89.08
HN-11,1280.16,69,-89.08
HN-11,1310.64,78,-89.16
HN-11,1318.87,78,-89.16
HN-12,0,133,-90
HN-12,91.44,133,-90
HN-12,228.6,172,-89.5
HN-12,381,82,-90
HN-12,533.4,72,-89
HN-12,685.8,71,-88.5
HN-12,838.2,58,-88
HN-12,990.6,67,-88
HN-12,1143,67,-87.5
HN-12,1246.63,62,-87
HN-12,1274.37,63,-86.5
HN-13,0,0,-90
HN-13,30.48,193,-89.25
HN-13,60.96,203,-89.25
HN-13,91.44,220,-89.33
HN-13,121.92,225,-89.25
HN-13,152.4,224,-89.25
HN-13,158.5,229,-89.16
HN-13,164.59,235,-89.25
HN-13,170.69,236,-89.33
HN-13,176.78,236,-89.16
HN-13,182.88,242,-89.25
HN-13,188.98,237,-89.16
HN-13,195.07,236,-89.16
HN-13,201.17,240,-89.16
HN-13,207.26,247,-89.16
HN-13,213.36,240,-89.16
HN-13,219.46,241,-89.08
HN-13,225.55,236,-89.33
HN-13,231.65,235,-89.33
HN-13,237.74,235,-89.42
HN-13,243.84,243,-89.42
HN-13,249.94,237,-89.42
HN-13,256.03,250,-89.42
HN-13,262.13,248,-89.33
HN-13,268.22,247,-89.33
HN-13,274.32,251,-89.33
HN-13,280.42,252,-89.33
HN-13,286.51,252,-89.25
HN-13,292.61,248,-89.16
HN-13,298.7,235,-89.08
HN-13,304.8,239,-89.16
HN-13,310.9,257,-89.25
HN-13,316.99,248,-89.08
HN-13,323.09,241,-89.16
HN-13,329.18,236,-89.42
HN-13,335.28,257,-89.59
HN-13,341.38,275,-89.33
HN-13,347.47,258,-89.16
HN-13,353.57,258,-89.25
HN-13,359.66,269,-89.33
HN-13,365.76,279,-89.33
HN-13,396.24,270,-89.16
HN-13,426.72,270,-89
HN-13,457.2,254,-88.75
HN-13,487.68,240,-88.59
HN-13,518.16,207,-88.66
HN-13,548.64,197,-88.66
HN-13,579.12,196,-88.59
HN-13,609.6,196,-88.75
HN-13,640.08,188,-89.16
HN-13,670.56,183,-89.5
HN-13,701.04,160,-89.75
HN-13,731.52,84,-89.75
HN-13,762,83,-89.33
HN-13,792.48,70,-88.83
HN-13,822.96,51,-87.83
HN-13,853.44,53,-87.42
HN-13,883.92,51,-87.5
HN-13,914.4,51,-87.08
HN-13,944.88,56,-86.83
HN-13,975.36,56,-86.59
HN-13,1005.84,61,-86.08
HN-13,1036.32,60,-85.59
HN-14,0,0,-90
HN-14,1207.01,0,-90
HN-15,0,0,-90
HN-15,1198.17,0,-90
HN-16,0,0,-90
HN-16,1233.53,0,-90
HN-17,0,0,-90
HN-17,310.9,0,-90
HN-18,0,0,-90
HN-18,373.08,0,-90
HN-19,0,0,-90
HN-19,1304.55,0,-90
HN-2,0,0,-90
HN-2,30.48,91.9,-89
HN-2,60.96,85.7,-88.75
HN-2,91.44,103.8,-88.75
HN-2,121.92,114,-88.75
HN-2,152.4,108.9,-88.83
HN-2,182.88,127.9,-88.75
HN-2,213.36,134.7,-89
HN-2,243.84,140.6,-88.91
HN-2,274.32,150.3,-89.25
HN-2,304.8,159,-89
HN-2,335.28,132.9,-89.25
HN-2,365.76,183.3,-89.58
HN-2,396.24,164.8,-89.25
HN-2,426.72,15.3,-90
HN-2,457.2,257,-89.83
HN-2,487.68,246.5,-89.75
HN-2,518.16,71.2,-90
HN-2,548.64,331.8,-89.66
HN-2,579.12,356.5,-89.16
HN-2,609.6,5.2,-89
HN-2,640.08,11.7,-89.08
HN-2,670.56,18.1,-89
HN-2,701.04,20.8,-89.16
HN-2,731.52,24.4,-89.08
HN-2,762,34,-89
HN-2,792.48,79.8,-89.5
HN-2,822.96,79.5,-89.16
HN-2,853.44,64.2,-89.08
HN-2,883.92,79.8,-89
HN-2,914.4,59.4,-88.75
HN-2,990.6,59.4,-88.75
HN-20,0,0,-90
HN-20,968.96,0,-90
HN-3,0,0,-90
HN-3,30.48,294,-89.5
HN-3,60.96,321,-90
HN-3,91.44,84,-89.75
HN-3,121.92,118,-89.5
HN-3,152.4,118,-89.5
HN-3,182.88,93,-89.11
HN-3,213.36,68,-88.75
HN-3,243.84,58,-89
HN-3,274.32,29,-89.75
HN-3,304.8,3,-89.5
HN-3,335.28,27,-89.75
HN-3,365.76,357,-90
HN-3,396.24,103,-89.5
HN-3,426.72,90,-89.75
HN-3,457.2,358,-90
HN-3,487.68,281,-89.75
HN-3,518.16,281,-89.5
HN-3,548.64,272,-89.5
HN-3,579.12,257,-89.75
HN-3,609.6,232,-89.75
HN-3,640.08,217,-89.75
HN-3,670.56,210,-89.75
HN-3,701.04,204,-89.5
HN-3,731.52,189,-89.5
HN-3,762,181,-89.25
HN-3,792.48,183,-89.25
HN-3,822.96,171,-89.25
HN-3,853.44,176,-89.25
HN-3,883.92,163,-89.25
HN-3,914.4,155,-89.5
HN-3,944.88,149,-89.5
HN-3,975.36,141,-89.25
HN-3,1005.84,136,-89.25
HN-3,1036.32,129,-89.5
HN-3,1045.47,131,-89.5
HN-4,0,0,-90
HN-4,30.48,78,-87.5
HN-4,60.96,81,-87
HN-4,91.44,79,-87.75
HN-4,121.92,83,-88
HN-4,152.4,60,-88.25
HN-4,182.88,54,-88.5
HN-4,213.36,44,-89
HN-4,243.84,75,-89.5
HN-4,274.32,150,-89.75
HN-4,304.8,132,-89.75
HN-4,335.28,349,-90
HN-4,365.76,130,-89.75
HN-4,396.24,121,-89.75
HN-4,426.72,202,-89.75
HN-4,457.2,96,-90
HN-4,487.68,194,-89.75
HN-4,518.16,107,-89.75
HN-4,548.64,106,-89.5
HN-4,579.12,99,-89
HN-4,609.6,84,-89.25
HN-4,640.08,62,-89
HN-4,670.56,61,-88.5
HN-4,701.04,58,-88.25
HN-4,731.52,53,-88
HN-4,762,46,-87.75
HN-4,792.48,42,-87.75
HN-4,822.96,45,-87.5
HN-4,853.44,47,-87.25
HN-4,883.92,48,-87
HN-4,914.4,50,-86.75
HN-4,944.88,54,-86.5
HN-4,975.36,53,-86
HN-4,1005.84,53,-85.75
HN-4,1036.32,49,-85.25
HN-4,1066.8,46,-85
HN-4,1097.28,44,-84.75
HN-4,1127.76,43,-84.5
HN-4,1139.34,41,-84.5
HN-4,1145.14,41,-84.5
HN-5,0,0,-90
HN-5,30.48,345,-89
HN-5,60.96,12,-88.75
HN-5,91.44,27,-89
HN-5,121.92,55,-89.25
HN-5,152.4,87,-89.75
HN-5,182.88,98,-89.75
HN-5,213.36,106,-89.5
HN-5,243.84,75,-89.5
HN-5,274.32,113,-89.75
HN-5,304.8,110,-89.5
HN-5,335.28,133,-89.75
HN-5,365.76,109,-89.75
HN-5,396.24,92,-89.75
HN-5,426.72,70,-89.75
HN-5,457.2,356,-90
HN-5,487.68,356,-90
HN-5,518.16,356,-90
HN-5,548.64,291,-89.75
HN-5,579.12,338,-89.75
HN-5,609.6,12,-89.5
HN-5,640.08,358,-89.5
HN-5,670.56,356,-89.5
HN-5,701.04,348,-89.5
HN-5,731.52,1,-89.5
HN-5,762,9,-89.5
HN-5,792.48,4,-89.75
HN-5,822.96,30,-89.75
HN-5,853.44,5,-89.75
HN-5,883.92,34,-89.75
HN-5,914.4,24,-89.5
HN-5,944.88,26,-89.5
HN-5,975.36,41,-89.25
HN-5,1005.84,45,-89.25
HN-5,1036.32,47,-89.25
HN-5,1048.51,47,-89.25
HN-6,0,0,-90
HN-6,30.48,345,-89.25
HN-6,60.96,76,-89
HN-6,91.44,96,-89.25
HN-6,121.92,85,-89.5
HN-6,152.4,157,-89.75
HN-6,182.88,131,-90
HN-6,213.36,308,-89.75
HN-6,243.84,346,-89.5
HN-6,274.32,334,-89.5
HN-6,304.8,262,-89.75
HN-6,335.28,86,-89.75
HN-6,365.76,231,-89.75
HN-6,396.24,6,-89.75
HN-6,426.72,68,-89.75
HN-6,457.2,51,-89.75
HN-6,487.68,36,-89.75
HN-6,518.16,21,-89.75
HN-6,548.64,15,-89.5
HN-6,579.12,17,-89.5
HN-6,609.6,40,-89.5
HN-6,640.08,27,-89.5
HN-6,670.56,40,-89.25
HN-6,701.04,36,-89.25
HN-6,731.52,33,-89
HN-6,762,32,-88.75
HN-6,792.48,29,-88.5
HN-6,822.96,28,-88.25
HN-6,853.44,31,-88.5
HN-6,883.92,36,-88.25
HN-6,914.4,35,-88
HN-6,944.88,38,-87.75
HN-6,975.36,39,-87.75
HN-6,1005.84,42,-87.75
HN-6,1036.32,52,-87.5
HN-6,1046.99,52,-87.5
HN-6,1055.22,52,-87.5
HN-7,0,0,-90
HN-7,30.48,155,-88.5
HN-7,60.96,187,-87.3
HN-7,91.44,183,-86.8
HN-7,121.92,188,-88.3
HN-7,152.4,176,-88.8
HN-7,182.88,148,-89.3
HN-7,213.36,226,-89.8
HN-7,243.84,292,-89.8
HN-7,274.32,268,-89.8
HN-7,304.8,160,-89.8
HN-7,335.28,65,-89.8
HN-7,365.76,89,-89.5
HN-7,396.24,340,-90
HN-7,426.72,154,-90
HN-7,457.2,147,-89.8
HN-7,487.68,223,-90
HN-7,518.16,49,-89.5
HN-7,548.64,36,-89.3
HN-7,579.12,47,-89
HN-7,609.6,47,-88.8
HN-7,640.08,52,-88.5
HN-7,670.56,62,-88.5
HN-7,701.04,67,-88.5
HN-7,731.52,65,-88.3
HN-7,762,68,-88.3
HN-7,792.48,79,-88.3
HN-7,822.96,82,-88
HN-7,853.44,86,-87.8
HN-7,883.92,87,-87.8
HN-7,914.4,90,-87.8
HN-7,944.88,89,-87.5
HN-7,975.36,88,-87.3
HN-7,1005.84,84,-87
HN-7,1028.09,84,-87
HN-8,0,0,-90
HN-8,1224.69,0,-90
HN-9,0,0,-90
HN-9,30.48,233,-89.25
HN-9,60.96,219,-88.75
HN-9,91.44,206,-87.75
HN-9,121.92,227,-88.5
HN-9,152.4,239,-89
HN-9,182.88,218,-89.5
HN-9,213.36,213,-89.25
HN-9,243.84,180,-90
HN-9,274.32,180,-90
HN-9,304.8,180,-90
HN-9,335.28,139,-89.75
HN-9,365.76,171,-89.75
HN-9,396.24,172,-89.75
HN-9,426.72,89,-89.5
HN-9,457.2,161,-89.5
HN-9,487.68,143,-89.75
HN-9,518.16,118,-89.5
HN-9,548.64,115,-89.25
HN-9,579.12,115,-89.25
HN-9,609.6,116,-89
HN-9,640.08,107,-89
HN-9,670.56,97,-89
HN-9,701.04,94,-89
HN-9,731.52,91,-89
HN-9,762,82,-89
HN-9,792.48,86,-88.75
HN-9,822.96,84,-88.5
HN-9,853.44,80,-88.25
HN-9,883.92,80,-88.25
HN-9,914.4,84,-88.25
HN-9,944.88,70,-88.25
HN-9,975.36,73,-88.25
HN-9,1005.84,76,-88.25
HN-9,1036.32,67,-88.25
HN-9,1066.8,64,-88.25
HN-9,1097.28,54,-87.75
HN-9,1127.76,51,-87.75
HN-9,1158.24,56,-87.5
HN-9,1188.72,55,-87.5
HN-9,1219.2,58,-87.25
HN-9,1224.08,58,-87.25
L-10,0,0,-90
L-10,152.4,235,-86
L-10,228.6,234,-85
L-10,304.8,248,-85
L-10,457.2,261,-89
L-10,609.6,274,-88
L-10,914.4,112,-88
L-10,1036.32,176,-89
L-10,1056.13,176,-89
L-12,0,0,-90
L-12,152.4,74,-88
L-12,304.8,74,-88
L-12,502.92,74,-87
L-12,655.32,60,-86
L-12,944.88,76,-82
L-12,969.27,68,-82
L-12,976.28,68,-82
L-19,0,0,-90
L-19,152.4,54,-86
L-19,304.8,54,-88
L-19,457.2,53,-89
L-19,609.6,48,-85
L-19,762,62,-84
L-19,914.4,81,-81
L-19,1011.94,65,-80
L-19,1022.61,65,-80
L-25,0,0,-90
L-25,51.82,0,-90
L-27,0,0,-90
L-27,21.34,0,-90
LB-1,0,109,-80
LB-1,24.99,117,-80
LB-1,55.47,116,-80.15
LB-1,85.95,118,-80
LB-1,116.43,118,-80.3
LM-1,0,225.89,-85.42
LM-1,15.24,224.05,-84.94
LM-1,30.48,217.39,-85.85
LM-1,45.72,221.34,-85.98
LM-1,60.96,230.1,-86.19
LM-1,76.2,223.47,-86.35
LM-1,91.44,230.29,-86.76
LM-1,106.68,241.66,-86.28
LM-1,121.92,242.52,-86.62
LM-1,137.16,241.74,-86.49
LM-1,152.4,228.01,-86.01
LM-1,167.64,225.89,-86.87
LM-1,182.88,222.42,-86.41
LM-1,198.12,236.58,-87.04
LM-1,213.36,220.14,-86.9
LM-1,228.6,224.51,-87.17
LM-1,243.84,215.66,-86.98
LM-1,259.08,219.53,-87.25
LM-1,274.32,222.72,-87.25
LM-1,289.56,222.5,-87.28
LM-1,304.8,214.83,-87.42
LM-1,320.04,210.86,-87.32
LM-1,335.28,210.27,-87.39
LM-1,350.52,229.31,-87.41
LM-1,365.76,209.87,-87.73
LM-1,381,223.16,-87.81
LM-1,396.24,225.43,-87.81
LM-1,411.48,218.23,-87.94
LM-1,426.72,203.49,-87.57
LM-1,441.96,221.86,-87.78
LM-1,457.2,224.8,-88
LM-1,472.44,222.84,-87.92
LM-1,487.68,225.92,-87.8
LM-1,502.92,223.15,-87.85
LM-1,518.16,229.12,-87.85
LM-1,533.4,235.44,-87.76
LM-1,548.64,237.77,-87.51
LM-1,563.88,233.02,-87.66
LM-1,579.12,232.68,-87.6
LM-1,594.36,233.4,-87.56
LM-1,609.6,222.13,-87.94
LM-1,624.84,218.58,-88.06
LM-1,640.08,214.13,-87.94
LM-1,655.32,223.86,-88.28
LM-1,670.56,227.41,-88.28
LM-1,685.8,242.85,-88.38
LM-1,701.04,250,-88.12
LM-1,716.28,250.51,-88.49
LM-1,731.52,251.4,-88.45
LM-1,746.76,247.4,-88.64
LM-1,762,238.92,-88.81
LM-1,765.66,245.12,-88.78
LM-1,769.62,245.12,-88.78
LM-10,0,189.95,-82.64
LM-10,15.24,188.21,-82.67
LM-10,30.48,186.76,-82.97
LM-10,45.72,187.44,-82.68
LM-10,60.96,188.51,-82.21
LM-10,76.2,184.82,-82.47
LM-10,91.44,186.93,-82.09
LM-10,106.68,186.18,-83.35
LM-10,121.92,189.46,-83.6
LM-10,137.16,189.96,-83.63
LM-10,152.4,184.1,-83.08
LM-10,167.64,187.31,-83.46
LM-10,182.88,188.43,-83.56
LM-10,198.12,187.91,-83.41
LM-10,213.36,187.6,-83.31
LM-10,228.6,187.8,-83.27
LM-10,243.84,188.61,-83.34
LM-10,259.08,186.51,-83.26
LM-10,274.32,187.69,-83.4
LM-10,289.56,187.98,-83.49
LM-10,304.8,186.25,-83.54
LM-10,320.04,185.31,-83.57
LM-10,335.28,184.61,-83.61
LM-10,350.52,186.04,-83.66
LM-10,365.76,187.49,-83.84
LM-10,381,189.42,-82.77
LM-10,396.24,188.32,-83.47
LM-10,411.48,188.06,-83.9
LM-10,426.72,186.49,-83.7
LM-10,441.96,189.14,-83.02
LM-10,457.2,189.75,-83.99
LM-10,472.44,192.37,-83.32
LM-10,487.68,191.06,-84.19
LM-10,502.92,192.13,-83.34
LM-10,518.16,193.68,-84.54
LM-10,533.4,192.43,-84.3
LM-10,548.64,191.96,-84.41
LM-10,563.88,191.31,-84.45
LM-10,579.12,191.69,-84.27
LM-10,594.36,190.82,-84.26
LM-10,609.6,190.6,-84.4
LM-10,622.4,192.68,-84.4
LM-10,705.92,193.69,-84.41
LM-10,788.52,193.69,-84.41
LM-11,0,197.43,-78.54
LM-11,15.24,198.46,-78.75
LM-11,30.48,197.42,-78.99
LM-11,45.72,197.99,-80.94
LM-11,60.96,199,-79.65
LM-11,76.2,198.04,-79.54
LM-11,91.44,197.24,-80.23
LM-11,106.68,200.17,-81
LM-11,121.92,202,-80.94
LM-11,137.16,199.35,-79.56
LM-11,152.4,200.94,-80.96
LM-11,167.64,199.32,-81.32
LM-11,182.88,198.94,-80.95
LM-11,198.12,202.13,-80.68
LM-11,213.36,199.57,-81.23
LM-11,228.6,200.03,-81.35
LM-11,243.84,198.57,-80.43
LM-11,259.08,196.74,-81
LM-11,274.32,197.25,-81.32
LM-11,289.56,195.41,-80.84
LM-11,304.8,196.77,-80.94
LM-11,320.04,200.46,-80.56
LM-11,335.28,200.24,-81.67
LM-11,350.52,202.99,-80.75
LM-11,365.76,201.67,-81.23
LM-11,381,201.98,-81.46
LM-11,396.24,203.04,-80.75
LM-11,411.48,200.57,-81.01
LM-11,426.72,202.22,-81.63
LM-11,441.96,203.42,-81.62
LM-11,457.2,200.43,-82.02
LM-11,472.44,201.46,-81.9
LM-11,487.68,199.99,-80.22
LM-11,502.92,201.53,-81.11
LM-11,518.16,200.22,-81.23
LM-11,533.4,197.21,-80.46
LM-11,548.64,197.23,-81.1
LM-11,563.88,200.04,-81.27
LM-11,579.12,199.61,-81.43
LM-11,594.36,199.3,-81.5
LM-11,609.6,202.03,-81.52
LM-11,624.84,202.86,-80.39
LM-11,640.08,199.49,-81.01
LM-11,655.32,200.67,-81.29
LM-11,670.56,202.86,-81.38
